comments,label
"['bilang', 'begitu', 'jakarta', 'tapi', 'bukti', 'tolong', 'isak', 'orang', 'belakang']",0.0
"['ganti', 'nama', 'biar', 'murah']",0.0
"['nis', 'omong', 'ribet']",0.0
"['ingat', 'kali', 'waringin']",0.0
"['pintar', 'omong']",0.0
"['bohong', 'bohong']",0.0
"['lelet', 'tahu', 'dengar', 'dasar', 'cenderung', 'mikir', 'memang', 'warga', 'begini', 'obat', 'pulang', 'miskin', 'kasihan', 'wawas', 'dasar', 'dendam', 'otak', 'waras', 'rusak']",0.0
['sus'],1.0
"['calon presiden', 'omong', 'kosong', 'janji', 'berani', 'kasih', 'garansi', 'garansi', 'janji']",0.0
"['ngawur', 'salah', 'data', 'sekarang', 'program', 'surabaya', 'terus', 'bpjs', 'duit', 'pakai', 'bpjs', 'mandiri', 'duit', 'tengah', 'atas', 'bpjs', 'badan', 'usaha', 'bpjs', 'keshatan', 'subsidi', 'bpjs', 'apbn', 'pbi', 'apbd', 'gubenur', 'jalannkan', 'bijak', 'pusat', 'camat', 'lurah', 'kartu', 'sehat', 'salur', 'sehat', 'bantu', 'perintah', 'sekarang', 'mikirnya', 'sudah', 'buktika', 'operasi', 'bayar', 'peser', 'pbi', 'apbn', 'apbd', 'tanggung', 'perintah', 'wan', 'yohanis', 'mahal', 'biar']",1.0
"['ganti', 'rumah', 'sakit', 'rumah', 'sehat']",0.0
"['solusi', 'rumah', 'sakit', 'rumah', 'sehat']",0.0
"['sehat', 'saja', 'patungan', 'bangun', 'kota']",0.0
"['bacot', 'bohong', 'tolakkemunduran', 'tolakelebihanbayar', 'tolakprovokator']",0.0
"['rumah', 'sehat']",0.0
"['nyorot', 'muluk']",0.0
['pelan'],0.0
"['jakarta', 'layan', 'sehat', 'benah']",0.0
['presedent'],0.0
"['pilih', 'cawspres', 'becus']",0.0
"['rumah', 'sakit', 'rumah', 'sehat', 'program', 'hebat']",0.0
"['terus', 'tunggak', 'bpjs', 'sekarang', 'omong', 'fakta', 'karena', 'tau', 'sebar', 'bpjs', 'msayarakat', 'bahan', 'kampanye']",1.0
"['gratis', 'operasi', 'kantung', 'empedu', 'bpjs']",0.0
"['nama', 'sudah', 'ganti', 'rumah', 'sehat']",0.0
"['tong', 'kosong', 'nyaring', 'bunyi']",1.0
"['wan', 'nggedabrus', 'bin', 'bohong']",0.0
"['kalo', 'sukses', 'orang', 'paling', 'kalo', 'jabat', 'kerja', 'hanya', 'ganti', 'nama', 'bpjs', 'bpjk', 'meng', 'klaim', 'kerja']",1.0
"['deh', 'habis', 'ide', 'bangun', 'bangsa']",0.0
"['nama', 'rumah', 'sakit', 'sudah', 'ganti', 'rumah', 'sehat', 'beliau', 'jabat', 'gabener', 'dki']",0.0
"['pakai', 'bpjs', 'gratis', 'sekarang', 'sakit', 'tinggal', 'lapor', 'saja', 'bantu']",0.0
['ngawur'],0.0
"['bpjs', 'aco']",0.0
['mata'],0.0
['hemm'],1.0
"['kayak', 'linglung', 'sudah', 'bpjs']",0.0
"['tahu', 'kalo', 'rumah', 'sakit', 'sembuh', 'pulang', 'pulang', 'sembuh', 'pulang', 'kayak']",0.0
"['bpjs', 'bantu', 'nama', 'sakit', 'biaya', 'miskin']",0.0
"['akak', 'pakai', 'bpjs', 'hahahhahhahah']",0.0
"['solusi', 'omdoo', 'jakarta', 'saja']",0.0
"['titip', 'lingkung', 'hidup']",0.0
"['kabar', 'mimpin', 'jakarta', 'sanggup', 'bangun', 'puskes', 'saja']",0.0
"['periksa', 'gigi', 'kali', 'bolak', 'awat', 'salur', 'akar', 'tambal', 'gratis', 'tis', 'tis', 'pakai', 'bpjs', 'tahu', 'periksa', 'gigi', 'murah']",0.0
"['baca', 'komen']",0.0
"['kritik', 'cari', 'salah', 'mental', 'pimpin', 'cari', 'inovasi', 'ide', 'terobos', 'prestasi']",1.0
"['gaya', 'nggedabrumu', 'tanding']",0.0
['bacot'],0.0
"['bilang', 'biaya', 'rumah', 'sakit', 'mahal', 'rumah', 'sakit', 'puskesmas', 'tuh', 'layan', 'biaya', 'jangkau', 'masyarakat']",1.0
"['benar', 'banyak', 'harga', 'mahal', 'masuk', 'akal']",0.0
"['omong', 'bawa', 'rakyat', 'miskin', 'jakarta', 'bikin', 'miskin', 'cengengesan']",0.0
"['hukum', 'baik', 'klou', 'ekonomi', 'susah', 'dari', 'zaman', 'zaman', 'susah', 'ubah']",0.0
"['nis', 'tolong', 'tinggal', 'mana', 'deh', 'bpjs', 'woyy', 'serbaa', 'gratis', 'tis', 'tis', 'tis', 'kerja', 'ngehasut', 'orang', 'terus', 'presiden', 'astaga']",1.0
"['jakarta', 'amburadul', 'indonesia']",1.0
"['wankibull', 'rajin', 'usaha', 'ngibull']",0.0
"['manusia', 'kerja', 'cari', 'salah', 'orang', 'kerja', 'prestasi', 'ketik', 'google', 'gubernur', 'bodoh', 'nama', 'muncul']",0.0
"['aduh', 'muter', 'puyeng']",0.0
"['cocok', 'kamu', 'pres', 'jakarta', 'urus', 'urus', 'negara', 'kamu', 'lebih', 'cocok', 'guru', 'sama']",0.0
"['rumah', 'sakit', 'rumah', 'sehat']",0.0
"['raja', 'bacot', 'omong', 'kosong', 'tahun', 'benerin', 'aspal', 'jalan', 'saja', 'kok', 'tinngal', 'ngelanjutin', 'saja', 'susah', 'sekali', 'yohanis', 'yohanis']",0.0
['sehat'],0.0
"['deh', 'maenan', 'sekarang', 'sudah', 'bpjs', 'gotong', 'royong', 'masyarakat', 'bisa', 'obat', 'semua', 'gratis', 'sedia', 'golong', 'tetangga', 'dapat', 'gratis', 'operasi', 'jadi', 'tolong']",0.0
['massaa'],0.0
"['gagal', 'tangan', 'covid', 'dki']",0.0
"['komen', 'positif', 'tanda']",0.0
['abunawas'],0.0
"['kabar', 'rumah', 'sehat', 'pakah', 'jadi', 'kayak']",0.0
"['lambe', 'ora', 'mutu', 'sedih']",0.0
"['sakit', 'kalo', 'bpjs', 'dokter', 'saran', 'pakai', 'bpjs']",0.0
"['calon', 'pimpin', 'bicara', 'pesimis', 'selalu']",0.0
"['otomatis', 'pas', 'cerocos', 'hasil', 'mbulett']",0.0
"['bpjs', 'nis']",0.0
"['tolong', 'henti', 'kampanye', 'nyata', 'jelek', 'tebar', 'benci', 'kasihan', 'rakyat', 'dukung', 'sakit', 'karena', 'mikir', 'perintah', 'dukung', 'mah', 'sebentar', 'kampanye', 'sehat', 'jangan', 'mirip', 'pilgub']",1.0
"['ahli', 'tata', 'sah', 'debat']",0.0
"['ora', 'nggagas', 'cangkemu', 'nis', 'nis']",0.0
"['makax', 'ubah', 'rumah', 'sakit', 'rumah', 'sehat', 'biar', 'sakit']",0.0
"['teman', 'dulunya', 'pintar', 'dukung', 'sekarang', 'goblok']",0.0
"['ytta', 'ges']",1.0
"['niat', 'tinggi', 'rendah', 'perintah', 'tidak', 'paham', 'bpjs', 'orang']",0.0
"['ganti', 'nama', 'rumah', 'sehat', 'bilang', 'prestasi']",0.0
"['sakit', 'mikir', 'lo', 'lebih', 'bayar', 'anggar', 'mark', 'hasil', 'kerja', 'tidak']",0.0
"['kalo', 'obat', 'tidak', 'pakai', 'bpjs', 'wak']",1.0
"['sudah', 'aneh', 'kalo', 'nyapres', 'sekror', 'sebutin', 'kalo', 'sudah', 'mah', 'saja', 'php', 'saja']",0.0
"['bpjs', 'bagaimana', 'calon presiden', 'kayak', 'isue']",0.0
"['omong', 'percaya']",0.0
"['benar', 'sekolah', 'bikin', 'pusing', 'orang', 'tua', 'mahal', 'mahal', 'zaman', 'sekolah', 'jangkau', 'sekolah', 'keren', 'canggih', 'hebat', 'mahal']",0.0
"['orang', 'tua', 'dua', 'sakit', 'operasi', 'teroid', 'sakit', 'kencing', 'manis', 'kis', 'desa', 'byar', 'alias', 'gratis']",0.0
"['ablasio', 'retina', 'operasi', 'laser', 'istri', 'tabrak', 'operasi', 'tulang', 'anak', 'lahir', 'sesar', 'operasi', 'hernia', 'varikokel', 'sakit', 'dapat', 'obat', 'gratis', 'faskes', 'salah', 'perintah', 'sudut', 'pandang', 'lihat', 'sisi', 'orang', 'kayak', 'bpjs', 'kaya', 'indra', 'bekyi', 'byar', 'milyaran', 'sampai', 'galang', 'donasi', 'padahal', 'artis', 'embasador', 'bpjs', 'karena', 'gengsi']",0.0
"['pas', 'gabener', 'begini', 'bukti', 'tidak ada', 'ya']",0.0
['lawak'],0.0
"['biaya', 'sehat', 'mahal', 'nakes', 'gaji', 'rendah', 'bawah', 'umr', 'lari', 'mana', 'uang']",0.0
"['tong', 'kosong']",1.0
"['kalo', 'wan', 'presiden', 'ganti', 'nama', 'rumahsakit', 'indonesia', 'rumahsehat', 'jakarta', 'wan', 'biar', 'orang', 'masuk', 'rumahsakit']",0.0
"['lepas', 'beberapa', 'rugi', 'rumah', 'sakit', 'pasien', 'bpjs', 'tumpu', 'masyarakat', 'almarhum', 'sakit', 'jantung', 'full', 'bpjs', 'habis', 'free', 'hanya', 'bayar', 'upgrade', 'kamar', 'alhamdulillah', 'kurang', 'baik', 'manfaat', 'bpjs', 'terima', 'rakyat', 'elok', 'samping', 'hasil', 'program', 'baik', 'kontinyu']",0.0
"['sudah', 'bpjs']",0.0
"['deh', 'benar', 'rumah', 'sakit', 'rumah', 'sehat', 'alas', 'orang', 'sakit', 'otomatis', 'sehat', 'ubah', 'nama', 'rumah', 'sakit', 'indonesia', 'rumah', 'sehat', 'deh', 'dokter', 'obat', 'dan lain', 'otomatis', 'sehat', 'karena', 'deh', 'istilah', 'rumah', 'sakit']",0.0
"['sakit', 'ambeien', 'parah', 'operasi', 'sembuh', 'alhamdulillah', 'allah', 'ngluarin', 'duit', 'peser', 'terimakasih', 'perintah']",0.0
"['anda', 'memang', 'pintar', 'olah']",0.0
"['orang', 'pintar', 'omong', 'kerja', 'becus']",1.0
"['sinden', 'bicara', 'manis', 'sekali']",1.0
"['apbn', 'apbd', 'sehat', 'makan', 'orang', 'sehat', 'ilegal', 'sakit', 'biaya', 'mahal']",0.0
"['alhamdulillah', 'rumah', 'sakit', 'obat', 'pakai', 'bpjs']",0.0
"['mana', 'sehatt']",1.0
"['muntah', 'dengar', 'omong', 'mulut', 'ngeri']",0.0
"['sakit', 'rumah', 'sehat', 'lupa', 'omong']",0.0
['gula'],1.0
"['bayar', 'bpjs', 'bayar', 'pemkot', 'namanta', 'pbi', 'samoe', 'operasi', 'lahir', 'gratis', 'tis']",0.0
"['karena', 'beres', 'dki', 'jakarta', 'jabat']",0.0
"['cek', 'buzzer', 'mana', 'ya', 'berita', 'nongol', 'buzzernya']",0.0
"['betapa', 'warga', 'jakarta', 'tangan', 'covid', 'perintah', 'pusat', 'turun', 'tangan', 'langsung', 'uang', 'jakarta', 'limpah', 'banding', 'daerah', 'bangga', 'hasil', 'tangan', 'covid', 'hasil', 'kerja']",0.0
"['tahu', 'rakyat', 'lapang', 'rakyat', 'kadrun', 'benci', 'perintah', 'anti', 'bpjs', 'guna', 'bpjs', 'berterimakasih', 'perintah', 'layan', 'sehat', 'bagus', 'purwokerto', 'ruang', 'kelas', 'ber', 'layan', 'profesional']",0.0
"['awas', 'saja', 'kalo', 'benar', 'pilih', 'presiden', 'saja', 'buruk', 'kutuk', 'batu', 'kerikil', 'lintas', 'kereta', 'biar', 'lindesin', 'sama', 'orang']",1.0
"['maaf', 'bapak', 'jangan', 'terllu', 'banyak', 'bicara', 'tunjuk', 'kerja']",1.0
"['blunder', 'alhamdulillah', 'papa', 'operasi', 'katarak', 'pakai', 'bpjs', 'mama', 'gejala', 'stroke', 'pakai', 'bpjs', 'gratis']",0.0
"['tombol', 'bacoodd']",0.0
"['mbulett', 'koyo', 'entot', 'nek', 'omong', 'niss']",0.0
"['bagaimana', 'orang', 'ya', 'sadar', 'gubenur', 'dki', 'tidak', 'bacot', 'saja', 'wan', 'abud']",0.0
"['calon presiden', 'sreg']",0.0
"['lanjut', 'omong', 'kosong', 'aniees']",0.0
"['birokrasi', 'benerin']",0.0
"['data', 'jalan', 'ngawur', 'data', 'pupuk']",0.0
"['niss', 'niss', 'kurang', 'omong', 'kosong']",0.0
"['kibulin', 'part']",0.0
"['guyu', 'ojok', 'iki', 'dadi', 'pleciden']",0.0
"['bpjs', 'opname', 'bayar', 'lo', 'bikin', 'ubah', 'nanti', 'hancur', 'bpjs']",0.0
"['bpjs', 'swasta']",0.0
"['bacoot', 'saja', 'rubah', 'nama']",0.0
"['sdhlah', 'orang', 'indonesia', 'pintar', 'tidak', 'janji', 'manis', 'campur', 'negara', 'bos', 'bukan', 'kota', 'kabupaten', 'urus', 'terus', 'kalo', 'jadi', 'presiden', 'sehat', 'negeri', 'gimanain']",0.0
"['janji', 'kosong', 'bual', 'rasa', 'bantu', 'perintah', 'rasa', 'sakit', 'opname', 'gratis', 'kena', 'covid', 'opname', 'gratis', 'operasi', 'katarak', 'tanam', 'lensa', 'kacamata', 'gratis', 'ubah', 'tidak', 'janji', 'muluk', 'muluk']",0.0
"['baharu', 'nis', 'sebut', 'rumah', 'sakit', 'rumah', 'sehat']",0.0
"['calon presiden', 'gagal', 'presiden', 'kalo', 'ganggu', 'jiwa', 'tanggung', 'bpjs']",0.0
"['rumah', 'sakit', 'ganti', 'rumah', 'sehat', 'broh']",0.0
"['jaman', 'presiden', 'antri', 'coba', 'cek', 'dharmais', 'tara', 'sumber', 'waras']",0.0
"['manis', 'sakit', 'ubah', 'manis', 'sehat']",0.0
"['busuk', 'hutan', 'rimba', 'dulu', 'jabat', 'gubernur', 'tidak', 'perhati', 'sehat', 'masyarakat', 'covid', 'lepas', 'tangan', 'bikin', 'tugu', 'peti', 'mati', 'doang', 'jabat', 'rubah', 'rumah', 'sakit', 'rumah', 'sehat', 'boro', 'pikir', 'sehat', 'masyarakat', 'dki', 'fakta', 'bohong']",0.0
"['sorat', 'sorot', 'sorat', 'sorot', 'koyo', 'iso', 'mbenahi', 'ndeez', 'ndezz', 'gagas', 'gagas', 'sok', 'nggagas', 'padahal', 'jangan', 'tahu', 'nggagas']",0.0
"['melet', 'weh']",0.0
['halu'],0.0
"['kalo', 'blusukan', 'bawa', 'dukung', 'mirip', 'amin', 'rais', 'roki', 'gerung', 'biar', 'masyarakat', 'percaya']",0.0
"['operasi', 'gratis', 'bayar', 'bpjs', 'bpjs', 'kena', 'puluh', 'juta', 'cuba', 'bayar']",0.0
"['teori', 'begitu', 'nanti', 'praktek', 'settingan']",0.0
"['arang', 'orang', 'jalan', 'deh', 'harap', 'orang', 'operasi', 'bypass', 'jantung', 'gratis', 'pakai', 'bpjs']",0.0
['ndebrus'],0.0
"['lapor', 'karena', 'berita', 'bohong', 'bohong', 'karena', 'bukti', 'kemenkes ri', 'bpjskesehatan ri']",0.0
"['saudara', 'saya', 'pakai', 'bpjs', 'operasi', 'juta', 'gratis', 'ngadi', 'drun', 'anda', 'nyinyir', 'perintah', 'kerja', 'saja', 'jakarta', 'hancur', 'lebur']",0.0
"['hidup', 'rumah', 'parkir', 'air', 'hidup', 'yaman']",0.0
"['tidak', 'bicara', 'scope', 'indonesia', 'dki', 'jakarta', 'amburadul']",0.0
"['orang', 'miskin', 'jkn', 'gratis', 'sakit']",1.0
"['nies', 'nies']",0.0
"['berakk', 'kebon']",0.0
"['bpjs', 'nis', 'kalo', 'bicara', 'jangan', 'bohong']",0.0
"['program', 'perintah', 'mbok', 'mengepoi', 'sedikit', 'kenapa', 'bpjs', 'sehat', 'bayar', 'sesuai', 'kelas', 'kis', 'gratis', 'rakyat', 'miskin', 'sudah', 'program', 'perintah', 'mbok', 'galak', 'dukung', 'ikut', 'program', 'perintah', 'lahir', 'cesar', 'awat', 'bayi', 'rumah', 'sakit', 'gratis', 'program', 'perintah']",0.0
"['politisasi', 'rakyat', 'orang', 'miskin', 'gratis', 'ber', 'obat', 'pakai', 'bpjs', 'kalo', 'ikut', 'bpjs', 'salah', 'aparat', 'mantan', 'gubenur', 'pura', 'pura', 'fakta', 'gubernur', 'tahun', 'orang', 'miskin', 'dki', 'juta', 'jiwa', 'ribu', 'jiwa', 'ribu', 'jiwa', 'september', 'jabat', 'ribu', 'jiwa', 'data', 'bps', 'berita', 'megapolitan', 'apbd', 'dki', 'besar', 'indonesia', 'percaya', 'lihat', 'rekam', 'jejak', 'kerja', 'pandai', 'bicara']",0.0
"['terus', 'ubah', 'rakyat', 'tunggu', 'solusi', 'kalo', 'rakyat', 'suruh']",0.0
"['ponakan', 'kena', 'kanker', 'darah', 'sudah', 'bulna', 'awat', 'full', 'cover', 'pakai', 'bpjs', 'nis', 'nis', 'henti', 'jual', 'aneh']",0.0
"['orang', 'kritik', 'data', 'bisa', 'calon', 'presiden']",0.0
"['alhamdulillah', 'saudara', 'bantu', 'bpjs', 'pasang', 'ring', 'masuk', 'icu', 'cuci', 'darah', 'tanggung', 'bpjs', 'bayang', 'pakai', 'uang', 'jual', 'rumah', 'saran', 'kalo', 'statement', 'cek', 'ricek', 'lihat', 'fakta', 'lapang']",0.0
"['maaf', 'saudara', 'bpjs', 'jamin', 'sehat', 'rakyat', 'indonesia', 'maaf', 'teman']",0.0
"['promosi', 'bekam', 'ruqiah', 'kencing', 'onta']",0.0
"['rakyat', 'pulang', 'rumah', 'sakit', 'terus', 'jatuh', 'miskin', 'yohanis']",0.0
"['tolong', 'cek', 'urin', 'orasi', 'kok', 'omong', 'ngelantur', 'solusi', 'orang', 'zaman', 'sekarang', 'bpjs', 'bantu', 'banding', 'rezim', 'surabaya', 'milik', 'partai', 'demokrat']",0.0
"['halah', 'sok', 'sorot', 'sehat', 'masyarakat', 'indonesia', 'ujung', 'rumah', 'nama', 'rumah', 'sakit', 'rumah', 'sehat', 'persis', 'laku', 'gubernur', 'dki']",0.0
"['mungkin', 'lupa', 'gubernur', 'kis', 'bpjs']",0.0
"['gubernur', 'bangun', 'puskesmas', 'puskesmas', 'bicara', 'tentang', 'sehat', 'cakup', 'luas', 'sing', 'percaya']",0.0
"['bpjs', 'masyarakat', 'obat', 'gratis', 'layan', 'tingkat']",0.0
"['orang', 'bicara', 'saya', 'quran', 'surat', 'taubah', 'kaum', 'munafik']",0.0
"['omong', 'lo', 'sudah', 'jalan', 'gabener', 'dki', 'bro']",0.0
"['kalo', 'bohong', 'jago', 'orang', 'sulit', 'lawan', 'kapann', 'taubat']",0.0
"['pleciden', 'rubah', 'nama', 'rumah', 'sakit', 'mwnjadi', 'rumah', 'sehat', 'begitu', 'sakit', 'langsung', 'sehat', 'obat']",0.0
"['alhamdulillah', 'presiden', 'kerja', 'cerdas', 'amanah', 'jujur', 'kayak', 'presiden', 'bisa', 'utang', 'modal', 'oligarki', 'partai', 'ekonomi', 'hukum', 'demokrasi', 'hancur']",0.0
"['woi', 'nol', 'apartemen', 'bagaimana', 'kabare']",0.0
"['rakyat', 'dengar', 'pidato', 'masuk']",0.0
"['halu', 'talib']",0.0
"['sakit', 'bicara']",0.0
"['alamaakk', 'salah', 'doski', 'sistim', 'sehat', 'bpjs', 'tolong']",0.0
"['lupa', 'rumah', 'sehat']",0.0
"['medan', 'enteh', 'boed', 'ngocap', 'saja', 'pandeh']",0.0
"['mari', 'contoh', 'rakyat', 'jakarta', 'masyarakat', 'gratis', 'trjangkau', 'sehat']",0.0
"['main', 'diawann', 'saja', 'bos', 'obat', 'pakai', 'bpjs', 'gratis', 'tiss']",1.0
"['goblok', 'habis', 'habis', 'calon presiden']",0.0
"['mong', 'koyok', 'ngene', 'wae', 'presiden', 'opo', 'dukung', 'salah', 'ayo']",0.0
['gomball'],0.0
"['masuk', 'sumur', 'resap', 'bagaimana']",0.0
"['poppa', 'ingat', 'nganies', 'sampai', 'rakjat', 'pinggir', 'rakjat', 'miskin', 'rakjat', 'sedeng', 'syakit', 'keras', 'serta', 'keluarga', 'des', 'kerabat', 'muarrah', 'buessarr', 'sampai', 'marah', 'tahu', 'kalo', 'sedeng', 'suara', 'penting', 'untuk', 'cape', 'titik', 'puncak', 'janji', 'plasu', 'janji', 'nol']",0.0
"['tanggung', 'jawab', 'omong', 'akhirat']",0.0
"['deh', 'obat', 'habis']",0.0
"['indak', 'bpjs', 'gratis', 'memang', 'habis', 'miskin', 'anehh']",0.0
"['orang', 'kepala', 'mulut', 'saja', 'otak', 'sedikit']",0.0
"['kalo', 'kayak', 'masuk', 'rumah', 'sehat']",0.0
"['omong', 'saja', 'bosan', 'dengar']",0.0
"['dukung', 'sehat']",1.0
['lambene'],0.0
"['cakap', 'saja', 'pande', 'kerja', 'amburadul', 'kalo', 'karena', 'maju', 'jakarta', 'ambiradul', 'tang', 'jpo', 'jis', 'kepake', 'jalur', 'sepeda', 'kepake', 'batu', 'gabon', 'bambu', 'mesum', 'gagal', 'baik', 'oke', 'gagal', 'resap', 'air', 'bumi', 'gagal', 'mrt', 'lrt', 'kreta', 'api', 'cepat', 'jalan', 'bagus', 'tol', 'bangun', 'bantu', 'start', 'digital', 'bagus', 'dunia', 'ekonomi', 'bagus', 'dunia', 'military', 'bagus', 'dunia']",0.0
"['puskesmas', 'bpjs', 'mahal', 'iya', 'mahal', 'kalo', 'dollar']",0.0
"['berita', 'gambar', 'orang', 'malas', 'lihat', 'pintar', 'omong', 'kerja', 'wakru', 'gubernur', 'dki', 'tebang', 'pohon', 'monas', 'pintar', 'bikin', 'lubang', 'bikin', 'celaka', 'bayar']",0.0
"['menungso', 'sithok', 'gaweane', 'nyacat', 'nyocot', 'tok', 'nek', 'kon', 'kerjo', 'kok']",0.0
"['alhamdulillah', 'lahir', 'sesar', 'gratis']",0.0
"['wan', 'abut', 'naturalisasi', 'kewarganegaraan', 'masoke', 'dalam', 'bumi']",0.0
"['rumah', 'sehat', 'dki', 'jakarta', 'bagaimana', 'wan', 'abud', 'omong doang']",0.0
"['wah', 'iya', 'begitu', 'kacamata', 'sudah', 'ganti', 'deh', 'gelap']",0.0
"['obat', 'gratis', 'tanggung', 'bpjs', 'layan', 'bagus', 'dokter', 'suster', 'bantu', 'pasien']",0.0
"['dengar', 'bicara', 'mending', 'lihat', 'ipin', 'upin']",0.0
"['manusia', 'halu']",0.0
"['ahhaahhahaa', 'abang', 'mah', 'mmng', 'hebat', 'khusus', 'bang', 'ganti', 'nama', 'indonesia']",0.0
"['negara', 'indak', 'maju', 'nis', 'mundur', 'jatuh', 'kalo', 'abang', 'mimpin', 'mending', 'doosen', 'deh']",0.0
"['gubernur', 'jakarta', 'amburadul']",0.0
"['waton', 'nyontong']",1.0
"['anan', 'obat', 'puskesmas', 'bawa', 'ktp', 'bayar', 'apa']",0.0
"['saja', 'tidak', 'kamu', 'wujud', 'normalisasi', 'naturalisasi', 'tidak', 'wujud', 'konon', 'kamu', 'bahas', 'tentang', 'sehat', 'indonesia', 'kwkwkwkwk']",0.0
"['hanya', 'upah', 'kerja', 'gaji', 'buruh', 'lepas', 'murah', 'harga', 'kerja', 'buruh', 'lepas', 'swasta', 'naik', 'persen', 'minimal', 'tara', 'gaji', 'anggota', 'dewan', 'rakyat', 'kuat', 'obat']",0.0
['alah'],1.0
"['pilih', 'partisipasi', 'selamat', 'indonesia']",0.0
"['serah', 'deh']",0.0
"['mantap', 'kah', 'negeri', 'pimpin', 'sosok', 'psycopat']",0.0
"['habis', 'undang', 'undang', 'omnibuslaw', 'persen', 'apbn']",0.0
"['kayak', 'orang', 'tlol', 'malu']",0.0
"['kemarin', 'periksa', 'mata', 'pakai', 'bpjs', 'kerabat', 'operasi', 'pakai']",0.0
"['gilanii', 'niss', 'omong']",1.0
"['operasi', 'pakai', 'bpjs', 'bayar', 'peser', 'loh']",0.0
"['nies', 'selagi', 'obat', 'antri', 'jangan', 'bual', 'rombak']",0.0
"['wan', 'abud']",0.0
"['niniss', 'tahu', 'pakai', 'fasilitas', 'bpjs']",0.0
"['logika', 'bagaimana']",0.0
"['omong', 'ssuai', 'fakta', 'tuntut', 'hati', 'kal', 'bicara']",0.0
"['mbuat', 'nyata', 'bodoh', 'memang', 'kbnyakan', 'masyarakat', 'mudah', 'bodoh', 'orang', 'pintar']",0.0
['bulshit'],0.0
"['banyak', 'bacot', 'saja', 'laku', 'nama', 'rumah', 'sakit', 'rubah', 'rumah', 'sehat']",0.0
"['orang', 'licik', 'model', 'begini', 'mimpi', 'pimpin', 'nomer', 'negara', 'moga', 'tuhan', 'lindung', 'bangsa', 'hancur', 'jalan', 'kepada', 'pimpin', 'negara']",0.0
"['bpjs', 'kis']",1.0
"['memang', 'betul', 'fakta']",0.0
"['bapaakk', 'salahsebut', 'rumash', 'sakitt', 'kan', 'ganti', 'nama', 'rumah', 'sehaatt', 'aauu', 'ganti', 'dach']",0.0
"['moga', 'presiden', 'butuh', 'ubah', 'indonesia', 'rumah', 'sakit', 'rubah', 'sugih', 'datang', 'sakit', 'pulang', 'kayak', 'raya']",0.0
"['anus', 'gubernur', 'orang', 'jakarta', 'sakit', 'rumah', 'sehat', 'sembuh', 'miskin', 'penasaran']",0.0
['prreett'],0.0
"['cerita', 'jaman', 'orba', 'soeharto', 'bpjs', 'kis']",0.0
"['malu', 'bajar', 'bpjs']",0.0
"['rumah', 'sakit', 'indonesia', 'ubah', 'rumah', 'sehat', 'orang', 'sakit', 'rumah', 'sehat', 'rumah', 'sehat', 'rumah', 'sakit']",0.0
"['butuh', 'masyarakat', 'indonesia', 'kerja']",1.0
"['gedabrus', 'ngene', 'iki']",0.0
"['woii', 'mana', 'kamu', 'bilang', 'istri', 'kemarin', 'opname', 'gratis', 'perintah', 'kamu', 'omong']",0.0
"['negara', 'saja', 'negara', 'maju', 'beres', 'maksudna', 'ambigu']",0.0
"['bacot', 'nies', 'urus', 'dki', 'saja', 'becus']",0.0
"['benah', 'selesai', 'ucap', 'bibir', 'manis', 'balik', 'bpjs', 'iur', 'bantu', 'biaya', 'kis', 'iur', 'gratis', 'biaya']",1.0
"['periksa', 'dokter', 'lihat', 'video', 'kena', 'gejala', 'asma', 'mangap']",0.0
"['nggedabrus', 'sumur', 'resap']",0.0
"['layak', 'jual', 'rekam', 'jejak', 'buruk', 'hanya', 'omong', 'saja']",0.0
"['kbykan', 'ide', 'bacot', 'doang', 'realisassinya', 'jakarta', 'ancurr', 'wan', 'aibon']",0.0
"['komen', 'bilang', 'bpjs', 'nanggung', 'moga', 'ngalamin', 'sakit', 'daerah', 'bill', 'puluh', 'juta', 'tanggung', 'bpjs', 'amin']",0.0
"['anak', 'operasi', 'kontruksi', 'tanggung', 'bpjs', 'tunggu', 'operasi', 'temu', 'asal', 'belitung', 'timur', 'anak', 'usia', 'perempuan', 'derita', 'kanker', 'rahang', 'seudah', 'jalan', 'operasi', 'kali', 'biaya', 'tanggung', 'bpjsdan', 'hebat', 'dokter', 'bedah', 'dukung', 'pimpin', 'indonesia', 'keren', 'makadengan', 'hormat', 'omong', 'kalo', 'bohong']",0.0
"['rakyat', 'saja', 'dengar', 'manuisa']",0.0
"['belum', 'tahu', 'bpjs']",0.0
"['iya', 'bagaimana', 'bpjs', 'sudah', 'kayak', 'tidak', 'anggota', 'pantas', 'erti']",0.0
"['rumah', 'sehat', 'rumah', 'herbal', 'presiden']",0.0
['pilih'],0.0
"['sainganny', 'bakal', 'lenggang']",0.0
['ayo'],0.0
"['prestasi', 'tidak', 'suka', 'nonton', 'film', 'porno', 'pula', 'begini', 'calon']",0.0
"['presiden', 'cerdas', 'cinta', 'rakyat', 'sudah']",0.0
"['wapresnya', 'insya', 'allah', 'orang', 'menang', 'bagai', 'presiden']",0.0
"['pasrah', 'bayang', 'presiden', 'atur', 'negara']",1.0
"['pndukung', 'kalo', 'otomatis', 'win', 'kubu', 'kenal', 'gencar', 'kampanye', 'saja', 'pas', 'dapat', 'rekor', 'kampanye', 'beratt']",0.0
"['mantap', 'baik', 'harap']",0.0
