Unnamed: 0,comments,label
168,"['all', 'ini', 'prabowo', 'gibran']",1.0
169,"['sekenario', 'yang', 'sempurna']",1.0
170,"['moga', 'solo', 'tetap', 'menang', 'banteng', 'nya', 'biar', 'padha', 'tahu', 'juga', 'keluarga', 'ini', 'dulu', 'asal', 'dari', 'banteng', 'juga']",1.0
171,"['ojo', 'percoyo', 'gibran']",1.0
172,"['ya', 'tuhan', 'yang', 'begini', 'akan', 'jadi', 'pimpin', 'kami', 'mau', 'jadi', 'apa', 'bangsa', 'ini', 'depan']",0.0
173,"['anies', 'untuk', 'rt']",1.0
174,"['karena', 'bapak', 'dan', 'paman', 'kuasa']",0.0
175,"['jalan', 'sudah', 'tepat', 'lee', 'tunjuk', 'pada', 'yang', 'omong', 'wae']",1.0
176,"['duet', 'apa', 'prabowo', 'kurang', 'pas', 'tidak', 'imbang', 'jangan', 'sampai', 'gagal', 'kali']",0.0
177,"['tidak', 'nyoblos']",0.0
178,"['cah', 'cilik', 'kok', 'tidak', 'takut', 'kualat']",1.0
179,"['khianat', 'itu', 'buruk', 'bung', 'kok', 'ini', 'malah', 'tidak', 'apa', 'apa']",0.0
180,"['ini', 'bukan', 'pilih']",0.0
181,"['dengan', 'kata', 'bisa', 'tebak', 'arogansi']",0.0
182,"['terima', 'kasih', 'atas', 'ketu', 'palu', 'paman']",0.0
183,"['sombong', 'banget', 'jatohnya', 'wkwk', 'kok', 'malah', 'bangga', 'sih']",0.0
184,"['mantab', 'gir', 'kapok', 'pilih', 'partai', 'wong', 'cilik', 'dulu', 'bahan bakar minyak', 'naik', 'demo', 'menang', 'tapi', 'saat', 'ini', 'bahan bakar minyak', 'naik', 'kok', 'diam', 'kata', 'dekat', 'dengan', 'rakyat', 'tapi', 'kok', 'ada', 'kasus', 'wadas', 'program', 'berantas', 'korupsi', 'tapi', 'bagaimana', 'harun', 'mas', 'uang', 'bicara', 'di', 'dpr', 'tapi', 'tidak', 'ada', 'krlanjutanya', 'apa', 'hanya', 'cari', 'sensasi', 'untuk', 'gibran', 'yang', 'pilih', 'calon wakil presiden', 'prabowo', 'itu', 'benar', 'sb', 'saat', 'raker', 'ada', 'yang', 'bilang', 'jokowi', 'itu', 'bila', 'tidak', 'ada', 'pdip', 'mau', 'jadi', 'apa', 'ingat', 'jokowi', 'itu', 'presiden', 'tidak', 'wajar', 'kata', 'seperti', 'itu', 'saya', 'saja', 'dukung', 'jokowi', 'periode', 'rasa', 'sakit', 'apalagi', 'anak', 'gibran', 'untuk', 'itu', 'masyarakat', 'hatap', 'paham', 'dengan', 'semua', 'ini', 'dan', 'mari', 'kita', 'dukung', 'prabowo', 'gibran', 'biar', 'negara', 'aman', 'dari', 'dalam', 'kkb', 'juga', 'dari', 'luar', 'air', 'indonesia', 'dan', 'segani', 'negara', 'lain', 'jadi', 'macan', 'asia']",1.0
185,"['suatu', 'saat', 'politik', 'yang', 'model', 'begini', 'bakal', 'kena', 'karma', 'tndai', 'saja']",0.0
186,"['dari', 'muka', 'dan', 'tampil', 'saja', 'sudah', 'tidak', 'ada', 'aura', 'pimpin', 'yang', 'baik']",0.0
187,"['ya', 'tidak', 'apa', 'apa', 'anggap', 'khianat', 'karena', 'kan', 'bapak', 'saya', 'juga', 'khianat', 'jadi', 'kami', 'ini', 'keluarga', 'khianat', 'munafik']",0.0
189,"['lagi', 'dalam', 'dunia', 'politik', 'itu', 'tidak', 'ada', 'yang', 'nama', 'di', 'sebut', 'loyalitas', 'percis', 'seperti', 'dunia', 'sepak', 'bola', 'mana', 'saja', 'bisa', 'masuk', 'judul', 'penting', 'dan', 'untung']",1.0
190,"['prabowo', 'gibran', 'tetap', 'pilih', 'ku', 'urus', 'menang', 'kalah', 'tidak', 'mslah']",1.0
191,"['amerika', 'juluk', 'paman', 'sama', 'indonesia', 'juluk', 'paman', 'usman']",1.0
192,"['amerika', 'juluk', 'paman', 'sama', 'indonesia', 'juluk', 'paman', 'usman']",1.0
193,"['mana', 'peduli', 'dia']",0.0
194,"['konyol', 'calon', 'yang', 'gweh', 'pengin', 'tidak', 'ada', 'yang', 'srek', 'sama', 'sekali', 'pak', 'prabowo', 'harus', 'sama', 'pak', 'mahfudz']",0.0
195,['periode'],0.0
196,"['yang', 'penting', 'tetap', 'bagi', 'hasil']",1.0
197,"['btw', 'konoha', 'punya', 'wapres', 'indak']",1.0
198,"['menghianati', 'partai', 'itu', 'biasa', 'menghianati', 'kontitusi', 'sangat', 'luar', 'biasa']",0.0
199,"['pas', 'masih', 'walikota', 'aku', 'resfeck', 'banget', 'loh', 'tapi', 'semenjak', 'loncat', 'nya', 'jauh', 'aga', 'bagaimana', 'begitu', 'minimal', 'slsaikn', 'dulu', 'masa', 'jabat', 'nya', 'bagai', 'walikota', 'terus', 'naik', 'lah', 'jadi', 'gubernur', 'benah', 'surakarta', 'saja', 'belum', 'full', 'kok', 'mas', 'mas', 'kok', 'loncat', 'nya', 'jauh', 'banget']",0.0
200,"['jawab', 'indak', 'jelas']",0.0
201,"['sudah', 'saat', 'kita', 'bikin', 'dia', 'diam', 'di', 'milu', 'semua', 'keluarga', 'sudah', 'di', 'beri', 'sempat', 'jabat', 'tapi', 'tak', 'tahu', 'cara', 'harga', 'orang', 'yang', 'juang', 'dulu', 'mari', 'kita', 'buat', 'dia', 'jadi', 'gelandang', 'politik']",0.0
202,"['inti', 'saja', 'mas']",1.0
203,"['biar', 'keluarga', 'pak', 'jokowi', 'rasa', 'bagaimana', 'rasa', 'serang', 'buzzer', 'nyata', 'buzzer', 'milik', 'banteng']",0.0
204,"['bocil', 'aji', 'mumpung', 'tidak', 'tahu', 'malu']",0.0
205,"['sudah', 'saat', 'banteng', 'istirahat', 'biar', 'prabowo', 'gibran', 'yang', 'kerja', 'untuk', 'indonesia']",1.0
206,"['konstitusi', 'saja', 'dihianati', 'apalagi', 'cuma', 'pdi', 'p']",0.0
207,"['tidak', 'masalah', 'sebut', 'khianat', 'demi', 'rakus', 'kuasa', 'sdhhilang', 'akal', 'sehat', 'anak', 'kecil', 'ini']",0.0
208,"['kata', 'khianat', 'itu', 'rendah', 'martabat', 'anak', 'jangan', 'bangga', 'dengan', 'kata', 'ini', 'insya', 'allah', 'kamu', 'akan', 'kualat', 'dengan', 'kata', 'kata', 'ini']",0.0
209,"['ingat', 'hanya', 'anies', 'yang', 'tidak', 'ada', 'bau', 'banteng', 'nya']",1.0
210,"['ganjar', 'mahfud']",0.0
211,"['jangan', 'kita', 'pilih', 'yang', 'gampang', 'lupa', 'jasa', 'orang', 'yang', 'sudah', 'besar', 'orang', 'jangan', 'pilih', 'khianat']",0.0
212,"['kalo', 'turut', 'saya', 'pribadi', 'kayak', 'pak', 'prabowo', 'gibran', 'yang', 'menang', 'karena', 'belakang', 'layar', 'sudah', 'di', 'back', 'up', 'papa', 'wowo']",1.0
213,"['apa', 'khianat', 'ya', 'jangan', 'pilih']",0.0
214,"['sudah', 'tebak', 'bagaimana', 'depan', 'nya']",1.0
215,"['coblos', 'cipung']",1.0
216,['ndableqq'],0.0
217,"['khianat', 'partai', 'tidak apa', 'deterjen', 'balesnya', 'khianat', 'sama', 'rakyat', 'terus', 'tidak apa', 'beda', 'konteks', 'bos', 'coba', 'lihat', 'dari', 'segi', 'omong', 'tidak apa', 'balik', 'itu', 'pasti', 'ada', 'apa', 'apa']",0.0
218,"['ganjar', 'mahfud']",1.0
220,"['plot', 'twist', 'ini', 'semua', 'sudah', 'rancang', 'bu', 'mega', 'pak', 'joko', 'untuk', 'nggembosi', 'suara', 'pak', 'pas']",1.0
221,"['update', 'status', 'malu', 'kerja', 'hidup', 'kaki']",0.0
222,"['negara', 'dagel', 'negara', 'sudah', 'kalah', 'dan', 'acak', 'acak', 'negara', 'sudah', 'lemah']",0.0
223,"['moga', 'tidak', 'jadi', 'presiden']",0.0
224,['parah'],0.0
225,"['atur', 'saja', 'serah', 'lo', 'negara', 'punya', 'bapak', 'moyang', 'kamu', 'ini']",0.0
226,"['bosan', 'ngeributin', 'itu', 'terus']",0.0
227,"['lah', 'memang', 'iya', 'toh', 'khianat', 'wkwkwkk']",0.0
228,"['anak', 'mah', 'tidak', 'pentos', 'apa', 'entar', 'yang', 'jalan', 'perintah', 'ya', 'bapake', 'juga', 'bisikin']",0.0
229,"['tidak', 'apa', 'khianat', 'konstitusi', 'demi', 'kursi', 'kuasa']",0.0
230,"['aduh', 'makin', 'bingung', 'pilih', 'dia', 'dia', 'atau', 'dia', 'mending', 'bikin', 'kue', 'saja', 'deh', 'oh', 'iya', 'yang', 'lagi', 'cari', 'cake', 'case', 'atau', 'alat', 'baking', 'lai', 'bisa', 'cek', 'instagram', 'saya', 'ya']",0.0
231,"['watak', 'ngeri', 'haus', 'kuasa', 'halal', 'segala', 'cara', 'ngeri', 'memang', 'kalo', 'hati', 'nurani', 'gelap', 'uang', 'dan', 'kuasa', 'sdm', 'rendah', 'yang', 'pilih', 'dia', 'tuh', 'cara', 'pikir', 'bagaimana', 'ya', 'kayak', 'otak', 'gede', 'kelereng', 'kali', 'ya', 'tempat', 'di', 'dengkul', 'lagi']",0.0
232,"['segala', 'cara', 'tempuh', 'demi', 'kuasa']",0.0
233,"['mas', 'gibran', 'entar', 'kalo', 'pilpres', 'selesai', 'lanjut', 'usaha', 'cateringnya']",0.0
234,"['status', 'nya', 'cuti', 'tidak', 'ya', 'dari', 'walikota']",0.0
235,"['biasa', 'kentut', 'yang', 'bau', 'itu', 'yang', 'tidak', 'bunyi']",0.0
236,"['mau', 'siapa', 'presiden', 'pilih', 'hati', 'tetap', 'anies', 'baswedan']",1.0
237,"['prabowo', 'putus', 'maka', 'ganjar', 'pedeipe', 'dan', 'megawati', 'aminin', 'saja', 'siapa', 'presiden', 'nya', 'untuk', 'bawa', 'indonesia', 'lebih', 'baik', 'dan', 'sejahtera', 'amin']",1.0
238,"['gila', 'kuasa']",0.0
239,"['bambang', 'pacul', 'tertawa', 'lihat', 'mahmud', 'wkwkwk', 'akhir', 'mahmud', 'bakal', 'nurut', 'sama', 'bu', 'mega']",0.0
240,"['lah', 'sama', 'dong', 'sama', 'bapak', 'kalau', 'khianat', 'tidak', 'masalah', 'kita', 'harus', 'hati', 'dengan', 'manusia', 'seperti', 'ini']",0.0
241,"['pilih', 'pak', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md']",1.0
242,['awokwokwokwok'],0.0
243,"['ya', 'orang', 'kalo', 'gila', 'duniawi', 'dan', 'jabat', 'mana', 'duli', 'dengan', 'akal', 'sehat', 'jadi', 'kita', 'tunggu', 'saja', 'karma', 'gibran rakabuming']",0.0
244,"['cukup', 'bapak', 'yang', 'jadi', 'boneka', 'kamu', 'harus', 'pergi', 'dari', 'keluarga', 'banteng', 'iru']",0.0
245,"['tidak apa', 'khianatin', 'saja', 'kan', 'bapak', 'mu', 'di', 'pdip', 'tidak', 'di', 'angep', 'presiden', 'cuma', 'di', 'angep', 'tugas', 'partai', 'sama', 'emak', 'emak', 'pdip', 'bapak', 'mu', 'yang', 'jadi', 'presiden', 'yang', 'ngendaliin', 'mah', 'di', 'belakang', 'layar', 'dia', 'semua', 'kasihan', 'bapak', 'mu', 'sbner', 'nya', 'orang', 'baik', 'tapi', 'karena', 'ikut', 'ini', 'partai', 'jadi', 'ngikut', 'buruk', 'saya', 'sih', 'paling', 'ogah', 'pilih', 'dari', 'koalisi', 'dari', 'pdip']",1.0
246,"['mumpung', 'masih', 'anak', 'presiden']",0.0
247,"['gibran', 'cara', 'jawab', 'dapat', 'salam', 'dari', 'tegak', 'lurus']",0.0
248,['amin'],1.0
249,"['sekarang', 'jalur', 'paman', 'lewat', 'emka', 'dulu', 'jalur', 'kardus', 'gembok', 'lewat', 'esemka']",0.0
250,"['seperti', 'habis', 'begini', 'pak', 'jokowi', 'juga', 'keluar', 'dari', 'pdip', 'gabung', 'ke', 'psi', 'jadi', 'punya', 'partai', 'sendiri']",1.0
251,"['salam', 'ubah', 'amin']",1.0
252,"['seperti', 'dia', 'memang', 'niat', 'banget', 'jadi', 'wapres', 'bahkan', 'pdip', 'dan', 'bu', 'mega', 'pun', 'hempas', 'atur', 'konstitusi', 'pun', 'acak', 'sama', 'keluarga', 'ada', 'apa', 'mas', 'gibran', 'kenapa', 'anda', 'bisa', 'licik', 'ini']",0.0
253,"['lebih', 'keren', 'pikir', 'alam', 'ganjar', 'di', 'banding', 'lo', 'di', 'bilang', 'khianat', 'kok', 'tidak apa', 'saja']",0.0
254,"['mas', 'gibran', 'calon wakil presiden', 'ketika', 'diskusi', 'dengan', 'mas', 'nadiem', 'makarim', 'mendikbud', 'banting', 'mas', 'hanya', 'perspektif']",0.0
255,"['hati', 'ada', 'karma', 'jangan', 'bilang', 'tidak apa']",0.0
256,"['masih', 'patut', 'pilih']",0.0
257,"['ini', 'bukti', 'sejati', 'cinta', 'jokowi', 'pada', 'negara', 'ia', 'korban', 'keluarga', 'karir', 'politik', 'gibran', 'di', 'pdi', 'p', 'akan', 'hancur', 'demi', 'negara', 'pasang', 'prabowo', 'gibran', 'calon presiden', 'tllu', 'tua', 'dan', 'ambisius', 'calon wakil presiden', 'tllu', 'muda', 'dan', 'kurang', 'alam', 'rakyat', 'indonesia', 'yang', 'pintar', 'tak', 'pilih', 'pasang', 'seperti', 'ini', 'dan', 'pilih', 'yang', 'baik', 'adalah', 'ganjar', 'mahfud', 'banding', 'banding', 'anies', 'imin']",1.0
258,"['mahkamah', 'keluarga']",0.0
259,"['drama', 'oh', 'drama']",0.0
260,"['fan', 'berat', 'naruto', 'wkwk']",1.0
261,"['saya', 'golput', 'saja', 'deh', 'biar', 'dipindahin', 'warga', 'negara', 'wkwk']",0.0
262,"['hantu', 'meing', 'memang', 'begitu', 'serba', 'bodo', 'amet', 'tidak', 'usah', 'seius', 'amet', 'doakn', 'bangsa', 'kita', 'dalam', 'kontrol', 'ymk', 'yang', 'mah', 'kuasa', 'allah', 'baoa', 'oencipta', 'langit', 'bumi', 'isi']",1.0
263,"['pasang', 'jadi', 'ngawur', 'padahal', 'tadi', 'all', 'ini', 'prabowo']",0.0
264,"['coba', 'deh', 'lihat', 'jadi', 'dulu', 'pilpres', 'pak', 'jokowi', 'vs', 'pak', 'prabowo', 'pak', 'prabowo', 'kalah', 'eh', 'tarik', 'sama', 'pak', 'jokowi', 'jadi', 'tri', 'lantar', 'rasa', 'tidak', 'enak', 'yang', 'gu', 'takutin', 'besok', 'kdepannya', 'hal', 'nya', 'sama', 'yang', 'jadi', 'pak', 'ganjar', 'pak', 'mahmud', 'entar', 'tarik', 'lagi', 'pak', 'prabowo', 'jadi', 'tri', 'lantar', 'tidak', 'enak']",0.0
265,"['dalam', 'sgi', 'apa', 'khianat', 'jangan', 'di', 'dukung']",0.0
266,"['dalam', 'hal', 'kecil', 'dia', 'sudah', 'berhianat']",0.0
267,"['calon', 'pimpin', 'itu', 'amanah', 'bukan', 'penhianat']",0.0
268,"['ini', 'orang', 'bukan', 'main', 'isi', 'otak', 'nya', 'serdadu']",0.0
269,"['isi', 'perut', 'mau', 'keluar']",0.0
270,"['calon wakil presiden', 'eyang', 'wowo', 'cacat', 'hukum']",0.0
271,"['terus', 'maju', 'mas', 'gibran']",1.0
273,['bocil'],0.0
274,['rasengan'],1.0
275,"['enteng', 'amat', 'omong', 'serasa', 'tidak', 'ada', 'yang', 'salah']",0.0
277,"['gibran', 'sebnarnya', 'kecil', 'tapi', 'akhir', 'jadi', 'gede', 'karena', 'bicara', 'terus', 'orang', 'yang', 'mula', 'ng', 'tahu', 'jadi', 'pengin', 'tahu', 'akhir', 'menang']",1.0
278,"['hanya', 'demi', 'bisa', 'kuasa', 'lalu', 'campak', 'keluarga', 'yang', 'sudah', 'didik', 'dari', 'nol', 'saya', 'dukung', 'pak', 'jokowi', 'sejak', 'mulai', 'pilkada', 'dki', 'jakarta', 'tapi', 'dengan', 'jadi', 'ini', 'masih', 'perlu', 'timbang', 'dukung', 'untuk', 'keluarga', 'jokowi']",0.0
280,"['terimakasih', 'bapak', 'terimakasih', 'paman']",1.0
281,"['prabowo', 'memang', 'benar', 'benar', 'orang', 'yang', 'tulus', 'dia', 'tidak', 'ada', 'niat', 'untuk', 'menang', 'di', 'pilpres', 'dengan', 'sengaja', 'selalu', 'pilih', 'wakil', 'yang', 'salah']",0.0
282,['amin'],1.0
283,"['rai', 'gedhek']",1.0
284,"['ya', 'tentu', 'saja', 'tidak', 'masalah', 'anggap', 'khianat', 'lah', 'memang', 'asli', 'begitu', 'kan', 'jadi', 'kenapa', 'jadi', 'masalah']",0.0
285,"['sifat', 'asli', 'makin', 'tidak', 'bisa', 'tutup', 'tengil', 'dan', 'tidak', 'duli', 'etika', 'lama', 'ada', 'puja', 'dia', 'gembira', 'dan', 'rasa', 'atas', 'angin']",0.0
286,['karepmu'],0.0
287,"['jangan', 'pgl', 'saya', 'anak', 'kecil', 'paman']",0.0
288,"['apa', 'ngutip', 'kok', 'tidak', 'apa', 'apa', 'saja', 'sih', 'min', 'ngutip', 'tuh', 'yang', 'cakap', 'begitu', 'loh', 'yang', 'omong', 'ada', 'makna', 'dalam', 'atau', 'yang', 'agak', 'panjang', 'lah']",0.0
289,"['begini', 'bila', 'anak', 'muda', 'yang', 'paksa', 'matang']",0.0
290,"['pdip', 'saja', 'di', 'khianat', 'apa', 'lagi', 'rakyat', 'gibran', 'tidak', 'apa', 'apa', 'kok', 'tanya', 'ke', 'saya']",0.0
291,"['tadi', 'mau', 'pilih', 'prabowo', 'tapi', 'tidak', 'jadi', 'deh']",0.0
292,"['kalau', 'tidak', 'menang', 'bagiamana', 'keluarga', 'ini', 'kalo', 'yang', 'menang', 'anis', 'mungkin', 'masih', 'tidak', 'begitu', 'kalo', 'yang', 'menang', 'ganjar', 'apa', 'tidak', 'lebih', 'runyam']",0.0
293,"['pas', 'debat', 'dengan', 'pak', 'mahfudz', 'md', 'jurus', 'andal', 'mas', 'gibran', 'adalah', 'biar', 'rakyat', 'yang', 'nilai']",1.0
294,"['saya', 'bingung', 'coblos', 'semua', 'saja', 'deh']",0.0
295,"['banteng', 'saja', 'di', 'khianat', 'apalagi', 'rakyat']",0.0
296,"['bingung', 'mau', 'coblos', 'siapa', 'atuh', 'ke', 'nya', 'tidak', 'masuk', 'dalam', 'hati', 'semua', 'benar', 'mau', 'pilih', 'pakai', 'prabowo', 'tapi', 'ah', 'yasudahlah']",0.0
297,"['o', 'pancen', 'type', 'yang', 'tidak', 'tahu', 'terimakasih', 'dan', 'jangan', 'gen', 'nya', 'memang', 'khianat', 'moga', 'batal', 'oleh', 'allah']",0.0
298,"['sorry', 'tidak', 'dulu']",0.0
299,"['politik', 'memang', 'begitu', 'sih']",1.0
300,"['drama', 'ya', 'masih', 'satu', 'gerbong']",0.0
301,"['itu', 'buah', 'balas', 'buat', 'sih', 'nenek', 'tua', 'mega', 'yang', 'sudah', 'katai', 'jokowi', 'kemarin', 'dan', 'ini', 'balas']",1.0
302,['nepotisme'],0.0
303,"['ingsun', 'titip', 'tajug', 'lan', 'fakir', 'miskin']",0.0
304,"['enteng', 'sekali', 'ya', 'omong']",0.0
305,"['anak', 'sama', 'bapak', 'sama', 'saja']",0.0
306,"['masih', 'nyalon', 'saja', 'sudah', 'khianat', 'bagaimana', 'kalo', 'sudah', 'jadi']",0.0
307,"['belimbing', 'sayur']",1.0
308,"['andai', 'mulut', 'orang', 'ada', 'filter']",0.0
309,"['innalillahi', 'saya', 'inna', 'ilaihi', 'rojiun']",1.0
310,['preketekk'],0.0
311,"['demi', 'sang', 'putra', 'mahkota', 'dasar', 'kutu', 'loncat']",0.0
312,"['seperti', 'ahy', 'dulu', 'gibran', 'belum', 'waktu']",0.0
313,"['ketika', 'bapak', 'di', 'maluin', 'depan', 'ribu', 'kader', 'pdip', 'situ', 'anak', 'tidak', 'terima', 'dan', 'balas']",1.0
314,"['bukan', 'masalah', 'khianat', 'partai', 'tapi', 'masalah', 'yang', 'ada', 'maka', 'yang', 'jadi', 'banyak', 'orang', 'tidak', 'suka', 'mas']",0.0
315,"['di', 'pdip', 'beliau', 'berhianat', 'tidak', 'tutup', 'mungkin', 'di', 'gerindra', 'juga', 'bisa', 'berkianat', 'kita', 'lihat', 'saja', 'apa', 'itu', 'mereka', 'laku', 'moga', 'presiden', 'pilih', 'baik', 'untuk', 'seluruh', 'rakyat', 'indonesia', 'amin']",1.0
316,"['jadi', 'nya', 'halal', 'segala', 'cara', 'bagaimana', 'urus', 'negara', 'tidak', 'bahaya', 'teh']",0.0
317,"['jangan', 'sampai', 'ulang', 'dinasti', 'keluarga', 'manis', 'tapi', 'pahit', 'buat', 'rakyat']",0.0
318,"['jangan', 'macam', 'ya', 'bapak', 'ku', 'presiden', 'paman', 'ketua', 'maka', 'awas', 'kamu']",0.0
319,"['mas', 'mas', 'mbok', 'ya', 'di', 'pikir', 'dulu', 'jangan', 'paksa', 'hendak', 'orang', 'tua', 'semua', 'ada', 'waktu']",0.0
320,"['mereka', 'kolam', 'koalisi', 'cebong', 'sengaja', 'pasang', 'kaki', 'biar', 'aman', 'usaha', 'keluarga', 'nya', 'politik', 'itu', 'begitu', 'kejam', 'segala', 'cara', 'di', 'halal', 'kan']",0.0
321,"['muka', 'penuh', 'ambisi', 'kuasa']",0.0
322,"['ambisius', 'banget', 'sih', 'deck']",1.0
323,"['drama', 'nya', 'sih', 'merah', 'ini', 'kayak', 'bikin', 'kaki', 'jadi', 'bikin', 'drama']",0.0
324,"['adzkarngaji', 'yuk', 'ikut', 'daftar', 'dk', 'tanggung', 'semua', 'bawah', 'umur', 'gala']",1.0
325,"['daripada', 'entar', 'dibilangin', 'juga', 'pak', 'gibran', 'tanpa', 'pdi', 'bukan', 'apa', 'wkwkwk', 'run', 'gibran', 'run']",1.0
326,"['tidak', 'nguruss', 'blass']",0.0
327,"['sudah', 'tidak', 'sabar', 'lihat', 'pasang', 'ini', 'debat', 'capress']",1.0
328,"['eman', 'pak', 'bowo', 'jadi', 'bikin', 'batal', 'pilih']",0.0
329,"['lagi', 'atas', 'awan']",0.0
330,"['belum', 'clear', 'kpu', 'belum', 'rubah', 'undang', 'undang', 'batas', 'calon presiden', 'wacapres', 'batas', 'usia']",0.0
331,"['partai', 'nyasa', 'saja', 'di', 'khianat', 'apa', 'lagi', 'bangsa', 'ini', 'nanti', 'mentang', 'bapak', 'seorng', 'presiden', 'semua', 'serba', 'instant', 'pak', 'bu', 'tolg', 'lah', 'mash', 'banyak', 'para', 'jenderal', 'yang', 'pantas', 'jadi', 'wapres']",0.0
332,"['tidak', 'jelas', 'hasil', 'kerja', 'di', 'solo', 'malah', 'di', 'pilih', 'jadi', 'wapres', 'kalau', 'bapak', 'nya', 'tidak', 'kuasa', 'cuma', 'jadi', 'usaha', 'yang', 'mengharpkan', 'kur']",0.0
333,"['culas', 'dan', 'licik']",0.0
335,"['sudah', 'kayak', 'mie', 'saja', 'kamu', 'instan']",0.0
336,"['khianat', 'rakyat', 'coming', 'soon']",0.0
337,"['lebih', 'baik', 'mas', 'gibran', 'tinggal', 'pdi', 'p', 'partai', 'khianat', 'rakyat', 'tuju', 'kalo', 'bisa', 'tenggelam', 'sekaliam']",1.0
338,"['inti', 'menang', 'dan', 'kuasa']",0.0
339,"['keren', 'kan', 'demi', 'jabat', 'anggap', 'jadi', 'khianat', 'itu', 'saya', 'rapopo', 'ada', 'jamin', 'tak', 'berhianat', 'ke', 'rakyat']",0.0
340,"['semangat', 'pak', 'prabowo', 'subianto', 'tenang', 'tenang', 'pak', 'prabowo', 'subianto', 'rakyat', 'ada', 'di', 'sini']",1.0
341,"['biasa', 'itu', 'dalam', 'negara', 'demokrasi', 'pindah', 'parpol', 'maka', 'di', 'gugat', 'masalah', 'usia', 'calon presiden', 'calon wakil presiden', 'itu', 'juga', 'bagi', 'demokrasi', 'masalah', 'hasil', 'di', 'ketok', 'palu', 'ketua', 'maka', 'ya', 'kita', 'justru', 'harus', 'hormat', 'karena', 'putus', 'final', 'lepas', 'dari', 'hubung', 'keluarga', 'kita', 'tidak', 'bisa', 'ber', 'andai', 'andai', 'ya']",1.0
342,"['kalo', 'kader', 'lain', 'pasti', 'sudah', 'pecat']",0.0
343,"['serius', 'tanya', 'pak', 'prabowo', 'kondisi', 'sehat', 'baik']",0.0
345,['setujuu'],1.0
346,"['aniess', 'yang', 'baik']",1.0
347,"['kalau', 'sudah', 'clear', 'mah', 'orang', 'tidak', 'bakal', 'tanya', 'bran', 'bran']",1.0
348,"['anak', 'presiden', 'jokowi', 'mulai', 'keluar', 'taring', 'karena', 'megawati', 'sudah', 'rendah', 'presiden', 'jokowi', 'depan', 'publik']",1.0
349,"['ira', 'ini', 'strategi', 'banteng']",1.0
350,"['sudah', 'tahu', 'kan', 'mau', 'pilih', 'siapa']",1.0
351,"['tidak', 'apapa', 'biasa', 'saja', 'tidak', 'tarik', 'politik', 'ada', 'yang', 'bisa', 'nambahin', 'lagi', 'guys']",0.0
352,"['semua', 'tidak apa', 'bagaimana', 'mau', 'jadi', 'wkl', 'kita', 'kalo', 'semua', 'tidak apa']",0.0
353,"['lihat', 'mereka', 'kok', 'sedih', 'ya', 'jadi', 'bahan', 'guyon', 'jadi', 'bahan', 'lelucon', 'jadi', 'kembanglambe', 'yang', 'sesak', 'gibran', 'gibran', 'nasib', 'sesuk', 'ki', 'piye', 'nang']",0.0
354,"['ajar', 'yang', 'dapat', 'untuk', 'generasi', 'muda', 'halal', 'segala', 'cara', 'untuk', 'capai', 'tuju']",0.0
355,"['benar', 'hasil']",0.0
356,"['ambisi', 'jadi', 'calon wakil presiden', 'dengan', 'akal', 'undang', 'undang', 'dan', 'menghianati', 'partai', 'yang', 'telah', 'besar', 'nama', 'jika', 'pilih', 'mungkin', 'tidak', 'dia', 'menghianati', 'rakyat', 'dan', 'rubah', 'undang', 'undang', 'lagi']",0.0
357,"['apa', 'sebut', 'saya', 'tetap', 'dan', 'sangat', 'cinta', 'milu']",1.0
358,"['itu', 'media', 'belah', 'sudah', 'bilang', 'gibran', 'temu', 'fx', 'rudy', 'buat', 'balikin', 'kata', 'kenapa', 'ini', 'tinggal']",0.0
359,"['hidupp', 'prabowo', 'gibran']",1.0
360,"['partai', 'saja', 'di', 'khianat', 'bagaimana', 'jika', 'sudah', 'posisi', 'atas', 'apakah', 'rakyat', 'juga', 'akan', 'di', 'khianat', 'ngeri', 'ah', 'pilih', 'belot']",0.0
361,"['tidak', 'respek']",0.0
362,"['foto', 'lucu', 'gibran', 'sudah', 'mulai', 'betebaran', 'wkwkwkw', 'nanti', 'bisa', 'buat', 'album', 'mirip', 'bapak']",0.0
363,"['bekh', 'raja', 'bok', 'jangan', 'sampai', 'jadi', 'presiden']",0.0
364,['main'],0.0
365,"['jilat', 'teruus']",0.0
366,"['clear', 'sampo', 'kali', 'ah']",0.0
367,"['baru', 'tumbuh', 'jmbt']",1.0
368,['bapak'],1.0
369,"['pahit', 'pahit', 'pahit', 'pahit']",0.0
370,"['nanti', 'kalo', 'kalah', 'bagaimana', 'tenang', 'ada', 'paman', 'saya', 'di', 'maka', 'pasti', 'kita', 'akan', 'menang']",0.0
371,"['jabat', 'dan', 'kuasa', 'akan', 'hancur', 'kalo', 'dengan', 'cara', 'curang']",0.0
372,"['sandiwara', 'nya', 'telah', 'baca']",0.0
373,"['keren', 'sekali', 'dia', 'mantap', 'makin', 'yakin', 'prabowo']",1.0
374,"['orang', 'yang', 'sudah', 'gila', 'jabat', 'memang', 'biyasany', 'begitu', 'tidak', 'pduli', 'apa', 'kata', 'orang', 'karena', 'mrasa', 'puny', 'beking', 'yang', 'sangat', 'kuat']",0.0
