Unnamed: 0,comments,label
278,"Hanya demi bisa berkuasa, lalu ""mencampakkan"" keluarga yang sudah mendidiknya dari NOL. Saya pendukung pak @jokowi sejak mulai pilkada DKI Jakarta tapi dengan kejadian ini masih perlu mempertimbangkan dukungan untuk keluarga Jokowi 🙌",1
279,❤️❤️,1
280,Terimakasih bapak terimakasih paman,1
281,"Prabowo memang benar-benar orang yang tulus, dia tidak ada niatan untuk menang di pilpres, dengan sengaja selalu memilih wakil yang salah.",1
282,Amin,1
283,Rai Gedhek,1
284,Ya tentu saja gak masalah dianggap PENGKHIANAT….lha memang aslinya begitu kan….jadi kenapa jadi masalah? 🤘,0
285,SIFAT ASLI MAKIN TIDAK BISA DITUTUPI!! Tengil dan tidak perduli etika! Selama ada pemujanya dia gembira dan merasa diatas angin!!,0
286,Karepmu...,1
287,Jangan pgl aku anak kecil paman😂😂😂,0
288,"Apaan, ngutip kok “ngga apa-apa” doang sih min. Ngutip tuh yg cakep gitu loh, yg omongannya ada maknanya dalam, atau yg agak panjangan lah 😂",0
289,Beginilah bila anak muda yg dipaksa matang,1
290,PDIP aja di khianati apa lagi rakyat... Gibran : Gak Apa apa ko tanya ke saya 😂,0
291,Tadinya mau pilih prabowo tapi gak jadi deh,0
292,"Kalau ga menang bagiamana keluarga ini, klo yg menang Anis mgk masih ga begitu, klo yg menang Ganjar apa ga lbh runyam",0
293,"Pas debat dengan pak mahfudz md, jurus andalan mas gibran adalah= biarkan rakyat yg menilai 😂😂😂😂😂😂😂😂😂😂😂",1
294,"Saya bingung,coblos smua ajh dh.",1
295,Banteng  aja di khianati  Apalagi  Rakyat ••• ??!😂😂😂👏👏👏,1
296,"Bingung mau coblos siapa atuh, ke-3nya gk masuk dlm hati semua.... Sbnrnya mau pilih pk prabowo tp ah yasudahlah...",0
297,"O pancen type yg gak tau Terimakasih …..
Dan jgn2 “gen” nya mmg pengkhianat…… Smg dibatalkan oleh Allah…",1
298,"Sorry, gk dulu",0
299,Politik emang gitu sih,1
300,Drama. . Ya masih satu gerbong😂,1
301,"itu sebuah balasan buat si nenek tua mega yg sdah ngata2in jokowi kmren, dan ini balasannya,",0
302,NEPOTISME 😁🙏🙏,1
303,INGSUN TITIP TAJUG LAN FAKIR MISKIN,1
304,Enteng banget ya ngomongnya 😂,1
305,Anak sama bapak sama aja,0
306,"Masi nyalon aja udh berkhianat,gmn kalo udah jadii🤭🤭",1
307,Belimbing sayur,1
308,Andaikan mulut org2 ada filternya,1
309,innalillahi wa inna ilaihi rojiun ....,1
310,Preketekkkkk,1
311,Demi sang putra mahkota.. dasar kutu loncat,0
312,"Seperti AHY dulu, Gibran belum waktunya",0
313,Ketika BAPAKnya di Malu2in didepan Ribuan Kader PDIP....disitulah Anak2nya gak Terima dan Membalas👏,1
314,Bukan masalah mengkhianati partai tpi  masalah yang ada MK yg jadi bnyk orang gak suka mas😂,0
315,Di PDIP beliau berhianat tidak tutup kemungkinan di Gerindra juga bisa berkianat kita liat aja apapun itu mrka lakukan smg presiden terpilih terbaik untuk seluruh rakyat indonesia aamiin,0
316,"Jadi nya menghalalkan segala cara, gimana ngurus negara nga bahaya tah.. 😂",0
317,Jgn sampai terulang.. Dinasti keluarga.. Manis tapi pahit buat rakyat,0
318,Jangan macem² ya ... bpk ku presiden pamanku ketua MK.... awas kamu...!!!,0
319,"Mas mas... mbok ya di pikir dulu jgn memaksakan kehendak orang tua, semua ada waktunya 😊",1
320,"Mereka sekolam,, koalisi cebong sengaja memasang 2 kaki,,biar aman perusahaan keluarga nya,, politik itu begitu kejam segala cara di halal kn,",1
321,Muka penuh ambisi kekuasaan😂😂,1
322,Ambisius bgt si deck,1
323,"Drama nya si merah ini. Kayaknya bikin 2 kaki, jadi dibikin drama 🙄",0
324,"@adzkarngaji yok ikut daftar, dk tanggung² semuanya dibawah umur gala",0
325,"Drpd ntar dibilangin jg ""pak gibran tanpa pdi bukan apa2"" wkwkwk run gibran run !!!!",0
326,Gk ngurusss blasss...,1
327,Sudah tdk sabar liat pasangan ini debat capress...😂😂 👏,0
328,"eman"" pak bowo, jd bikin batal milih",0
329,Lg diatas awan 😂,1
330,Blom clear KPU belum rubah undang undangnya batas capres n wacapres batas usia 🇮🇩😂,0
331,"Partai nyasa ja di khianati ap lagi bangsa ini nnti, mentang2 bapaknya seorng presiden, semuanya serba instant, .. Pak bu. Tolg lah mash bnyk para jendral yg pantes jadi wapres, 😢😢😢",0
332,"Gak jelas hasil kinerja di solo..malah di pilih jd wapres..kalau bpk nya gak berkuasa,cuma jadi pengusaha yg mengharpkan KUR",0
333,Culas dan licik,0
334,👏,1
335,Udh kaya mie aja lu instan,0
336,Mengkhianati rakyat - coming soon 🙄,1
337,"Lebih baik mas gibran tinggalkan PDI-P partai pengkhianat rakyat, setuju kalo bisa tenggelamkan sekaliam🔥",1
338,Intinya menang dan berkuasa 😂😂😂😂,1
339,Keren kan...demi jabatan dianggap jadi penghianat itu aku rapopo.... Ada jaminan tak berhianat ke rakyat?,1
340,"SEMANGAT PAK PRABOWO SUBIANTO ?  TENANG ,TENANG PAK PRABOWO SUBIANTO  RAKYAT ADA DI SINI ?",1
341,"Biasa itu dlm negara demokrasi pindah parpol... MK di gugat masalah usia capres cawapres itu jg bagian demokrasi. Masalah hasilnya di ketok palu ketua MK, ya kita justru hrs hormati, Krn putusannya final. Terlepas dr hub Kel, kita gak bisa ber andai andai ya ...",0
342,Kalo kader lain pasti udah dipecat,1
343,Serius nanya. Pak Prabowo kondisi kesehatannya oke? 🙄,1
344,#ogahdipimpinanakingusan,1
345,Setujuuu,1
346,Aniess yg terbaik,1
347,Kalau sudah clear mah orang gak bakal nanya bran bran..,0
348,Anak² presiden jokowi mulai mengeluarkan taringnya karna megawati sudah merendahkan presiden jokowi depan publik 🔥,1
349,Kirain ini strategi banteng,1
350,Udh tau kan mau pilih siapa 😂,0
351,"Gak apapa,biasa aja,gak tertarik politik,ada yg bisa nambahin lagi guys😂😂",1
352,Semua gpp??gmn mau jd wkl kita..kl smua gpp,0
353,"Melihat mereka kok sedih ya...jadi bahan guyonan, jadi bahan lelucon, jadi kembanglambe yg menyesakkan...Gibran...Gibran...nasibmu sesuk Ki piye Nang ...",0
354,pelajaran yang didapat untuk generasi muda : menghalalkan segala cara untuk mencapai tujuan,1
355,Benarkah hasilnya?,1
356,Ambisi jd cawapres dngn mengakali undang undang dan menghianati partai yg telah membesarkan namanya.. jika terpilih mungkin gak dia menghianati rakyat dan merubah undang undang lg..,1
357,Apapun sebutannya....aku tetap dan sangat  cinta pemilu,1
358,"Itu media sebelah udah bilang Gibran temui FX Rudy buat balikin KTA, kenapa ini ketinggalan?",0
359,Hidupppp Prabowo Gibran.?,1
360,"Partai aja di KHIANATI bagaimana jika sudah diposisi atas, apakah RAKYAT juga akan di KHIANATI ? ngeri ah pilih PEMBELOT 🫣",0
361,Gak respek,1
362,"Foto2 lucu gibran udah mulai betebaran, wkwkwkw, nanti bisa dibuat album, kayak bapaknya😂😂😂",1
363,Bekh raja bok€p jan smpe jadi presiden,0
364,permainan,1
365,Jilat teruuus,1
366,Clear ?? Sampo kali ahh,0
367,Baru tumbuh jmbt😂,0
368,Bapak ❤️,1
369,PAIT PAHIT PAIT PAHIT,1
370,"NANTI KALO KALAH GIMANA ????? TENANG, ADA PAMAN SAYA DI MK, PASTI KITA AKAN MENANG !!!!!!!",1
371,Jabatan dan kekuasaan akan hancur kl  dgn cara curang,1
372,Sandiwara nya Telah Terbaca,1
373,"Keren banget dia mantap, Semakin Yakin Prabowo 2024🔥🔥🔥",1
374,"Orang yg sdh gila jabatan mmg biyasany begitu, gk pduli apa kta orang krn mrasa puny beking yg sgt kuat..",0
375,😂,1
376,"Lagi Gacor Kakek dikasih JP 1jt depo 150rb , main di QQ289 Situs Gacor",1
377,Ahok aja kuar dari gerindra pamit. Ini dipinang cawapres kok gak pamit ?Diterima baik2 keluar baik2 lah. Terima kasih paman,0
378,Mau nyapres kok ndagel..nanti kalau kalah gk boleh nangis lho..,0
379,"Kata"" Aja hemat, apalagi anggaran negara",0
380,Emng sudah resmi keluar dari partai ?,1
381,https://youtu.be/B7XMAvNstUY?si=dfSVcYOBCuc5j6VP,1
382,"Ini kayaknya yg segitunya belain idolanya kerjanya enak2 kali ya makannya dijamin.. heran orang pada segitunya bela gue tetep bersama @bintangemon bingung mao pilih yang mana ""YANG DOSANYA masih bisa gue maafkan"" wkwkwkkwkw 😂",0
383,"ngeri yah omongan netizen, pada kaya tau semua hal gitu😂",0
384,"Memang benar enak banget hidupnya Mas Gibran,mau ini mau itu di turuti",1
385,Ganjar mahfud,1
386,AMIN.. @anies.cakimin,1
387,Semoga jadi ya mas❤️,0
388,Dasar Kutu Loncat,0
389,Politik mah sudah biasa ...walau sedarah sekandung juga ribut tar baikan lagi 😂,0
390,Penghianat atau setingan kubu merah?,1
391,Dari dulu Saya berpandangan kepada Ganjar-mahfud hehe❤️🔥,1
392,"Yng blg gibran ini itu gak pernah liat ya betapa bapak nya sabar saat  di kucilkan oleh ketum partai nya sendiri pdhl posisi bapaknya presiden, jd gk bs salahin anak2 nya jg sih, mana ada anak yg gk sakit liat bapak nya dah ksh 100% untuk indonesia tp ada aja oknum2 yg merendahkan apalagi dr internal 😅😅",0
393,perusak😂,1
394,🤮,1
395,Menurut ku yang awam..politik jika berjiwa kenegarawan Gibran harus mundur dari kursi wali kota Solo. Karena beliau menjadi wali kota dari kereta PDI P,1
396,🙌🔥,1
397,"Hidupnya enak yo,tak masalah tenang saya ada disini santsi aja ,hidupnya kurang menantang padahal sejatinya hidup itu penuh perjuangan ,gak SERU klo begini",0
398,Kacang polong,1
399,"Semoga manuver politik "" gaya Surakarta "" yang pernah dilakukan pendiri kota tersebut , yaitu raja muda bergelar Susuhunan Paku Buwono II ( lahir 1711 - wafat 1749 ) , sehingga mengakibatkan penghancuran Keraton Kartasura th 1742 oleh pasukan keturunan Tionghoa - Jawa , Perang Perebutan Mahkota III ( 1746 - 1757 ) , Penyerahan kedaulatan Kerajaan Mataram Islam oleh PB II kepada VOC akibat hutang kerajaan kepada VOC yang sangat besar sudah tidak mampu dilunasi , tidak akan terjadi lagi dimasa depan .",1
400,Kalo ingat kata penghiant ingat 65,0
401,Tunjukkan bahwa ucapan mbah uti Megawati  salah yg sudah menghina  pak Jokowi,0
402,Setia pdip❤️ gapol Ganjar mahfud🔥,1
403,"2 capres ..Mau Ganjar atau Prabowo dibawah 1 holding company @pdiperjuangan  dan @jokowi MEREKA NYAPRES KARNA KEPENTINGAN IKN, JADILAH PEMILIH YANG BIJAK",0
404,Siapa ni yg thun in golput,0
405,"""Jadikanlah deritaku ini sebagai kesaksian, bahwa kekuasaan seorang presiden sekalipun ada batasnya. Karena kekuasaan yang langgeng hanyalah kekuasaan rakyat. Dan di atas segalanya adalah kekuasaan Tuhan Yang Maha Esa.""
#SoekarnoBapakBangsa",1
406,Ganjar-Mahfud,1
407,Ya jelas gpp orang mau dapet jabatan enak😂,0
408,jgn di dengar berita yg lagi panas panas panas😂😂😂,1
409,"Belom jadi wapres aja udh berhianat dari Partai, gimana udah jadi wapres bisa dengan gampang berhianat sama rakyat, kebelet amat sama obsesimu tong😂",0
410,wkwkwk ngapa harus gitu sih fotonya yg di capture dan jadi konten. Pak Gibran itu berwibawa loh. Kurang asem bgt.,0
411,P,1
412,2024 #antipdip,1
413,udah gakpapa doang? bisa jadi besok rakyat yang dihianatin sama dia,0
414,Sampon Clear 😂,1
415,Gibran muka kok Ploga plongo Kyok bapak e 😂,0
416,#AntiRezimLurah,1
417,Terlalu cepat...,1
418,"Penghianat PDIP : ""Nggak apa - apa""
Menghianati konstitusi : ""Nggak apa - apa jugaa""",0
419,Contoh BELAJAR MEMIMPIN BANGSA dg CARA BERKHIANAT...🤭🤭,1
420,Ga malu apa ya,0
421,"Kami kaum awam,,,penghianat itu yg bagaimana,,,tolong dijelaskan👏",0
422,"yah belajar dulu lah ya, siap2 aja dulu, besok kan siapa tau jadi pengkhianat rakyat juga wkwkwkwk",0
423,Tengil yah😂,1
424,"PDIP nolak permintaan 3 periode ayahnya, tp diteruskan sm anaknya. emg bener mau perpanjangan kekuasaan jalur baru, jalur dinasti",0
425,"Ntar mengkhianati rakyat, gak apa2 juga ye 😢",1
426,Udah jelas arahnya mau kekuasaan penuh,0
427,Klo sdah Clear berarti Jokowi 2 Kaki.,1
428,"Kesempatan tidak datang 2 kali, kalaupun datang pasti dalam bentuk berbeda 😃👍",1
429,gw gk peduli soal dia pengkhianat banteng ato apa... cara dia maju pake ngakalin konstitusi itu yg masalah!!!,1
430,"GANJAR - MAHFUD MD.
PILIHAN TEPAT UTK NKRI
🇮🇩🇮🇩🇮🇩
PDIP TETAP DI HATI🤟❤️🤟",0
431,gpp soalnya bapak dah mau berakhir jg suka2 sy😂,0
432,Maaf mas sya gk dukung.,0
433,"Pada mau ya punya wakil presiden gak tegas mencla mencle tak beretika...gmn kalau dia harus gantikan presidennya yg berhalangan tugas, bisa langsung di caplok asing negri ini",0
434,Saatnya yang muda berkarya🤟,1
435,"Sumpah omongan orang2 bikin sakit hati bgt, attitude nya 0 besar",0
436,Gx papa ini yg lu buat jdiin contoh ke anak muda masseh??,0
437,Ya nggak apa2 lah dianggap. Kan emang iya.,0
438,2024 Anti Keluarga Pak Lurah,0
439,Hmmm gitu yaa,0
440,"Wartawan gak usah kebanyakan nanya ini itu, nanti bisa dilaporin ke paman, sekali pukul palu Indonesia goyang",1
441,Polling capres. Cek disini 🔥,1
442,Tidack apa apa 😢,0
443,Baru 2 tahun menjabat kok dibilang udah pengalaman...terus yg udah menjabat gubernur selama 10 tahun gimana?,0
444,Wis to manut aku pokoke Ganjar mahfud jos gandos,1
445,Keluar dari PDI-P tanpa pamit? Gimana sama rakyat nanti😂,0
446,Salah ya tetap salah masse.. mau dipermak dengan bahasa gimanapun bagi org waras tetap gak beretika. Indonesia ini etika masih jadi no 1.,0
447,"TADINYA MAU ALL IN PRABOWO, TAPI GARA2 NARIK NI BOCAH, GA JADI DEH",0
448,#2024 Prabowo - Gibran ❤️,1
449,👏👏👏👏,1
450,Sdh biasa berkhianat,1
451,"Siapakah Aku?? Aku anak presiden, pamanku ketua MK dan adikku ketum parpol, tenang gampang di atur semuanya 😂🤪",0
452,"ini mslh kesempatan berkarir lbh tinggi..apa yg salah, siapa bs menghalangi",0
453,Pasangan via paman nih senggol dong 😂,0
454,keliatan kok kalo gila jabatan lewat anak2 nya belakangan,0
455,Anakmuda yang SDH mencontohkan sikap yang buruk.....berkhianat pada partai yang SDH membersarkannya demi ambisi berkuasa,0
456,Santuy dong... Kan dia cuma anak ingusan tapi kok komennya pada panik gitu 🔥🔥🔥,0
457,"Kirain gk ada org gila di sektor pemerintahan, ternyata ada org yg tergila-gila dan kekeuh nerusin kekuasaan ke anak2nya",1
458,"naudzubillahimindzalik mas, udah ngakalin aturan lewat Mahkamah Keluarga, ini berkhianat pun tanpa malu!",0
459,All in prabowo,0
460,Jgn pilih calon pemimpin yg lahir dr pengkhianat konstitusi @gibran_rakabuming @jokowi @prabowo,0
461,"Tinggal berani tdk mudur dari wali kota ,krn mbalelo dari partai pengusung,top memang bang.Sandiaga Uno di th.2019,setelah terpilih jd cawapresnya prabowo langsung mengundurkan diri dari wagub DKI,inilah contoh pemimpin massa depan.",1
462,Kartu anggota pdip pulangin dong y,0
463,Boleh senyum ya😐,0
464,"padahal sekeluarga punya jabatan, tapi yg dikasi ke rakyat cuma sepeda mentok mentok laptop doang satu biji wkwk",1
465,Enteng bgtt ya jawabnya wkwk.. besok” kalo ditanya wartawan liat rakyat susah.. “ ya gpp “ 😂😂😂😂,0
466,"Setiap hari pak lurah bicara etika, tapi ternyata bibir tak bertulang",0
467,Sebenernya bpk ganjar orangnya merakyat jadi alangkah baiknya bpk ganjar jadi rakyat aja,0
468,Sedang berproses sptnya tdk mungkinlah berkhianat,0
469,Rakus amat sampe anak2nya dikasih jabatan satu-satu 🤣,1
470,"Yangg pussingg ngeliatan politik akhri2 ini, mending liat story gue buat refreshing 😂",0
471,Ga ada malu,1
472,ambisinya sangat besar sih untuk menguasai negeri ini ckck,1
473,"Masih muda banget Gibran, please kasih tau apa yang sudah dilakukan Gibran? Mungkin saya akan mendukung dia kalau dia bagus.",1
474,Gpp jd penghianat? 👏,1
475,"tidak akan kubiarkan power ku selesai sampe disini saja, aku akan bergerak dari belakang layar' - Pak Lurah, 2023",0
476,Ora dwe isin mas mas.,1
477,Mereka diperbudak jabatan,1
478,Jelas mana yg Petugas Partai dan mana yg rill petugas rakyat... mau dapat jatah capres dgn nolak Pildun u20/pake isu Israel... plakkkk,0
479,Jangan sampai generasi muda ikut2an dg cara instan,1
480,Bgitu mudh nya jdi pnghianat dlm prtai...😂😂,1
481,Pasangan penuh beban..,1
482,"kalo kata keluarga cemara, harta paling berharga ya keluarga. MAKANYA SEKELUARGA DIKASIH JABATAN POLITIK SEMUA BIAR SEJAHTERA",1
483,Auto kalah lagi,0
484,"Baru awal udah berkhianat, apalagi sama rakyatnya nanti klo jadi",0
485,"Diam tolah-toleh, bergerak anaknya kebagian jabatan kabeh 🤣",1
486,Kacang lupa kulit.. 😂😂,1
487,Tombol Prabowo Gibran menang>>,1
488,Dimulai dg cara yang tidak baik... berarti mrk tidak jujur.,1
489,terima kasih.. paman😂😂😂,1
490,Enggak ingat dan gk menghargai lagi pada pejuang2 Pancasila ya ? Eling mas eling mumpung belon kampanye,1
491,"Semoga amanah siapapun yang jadi. Semoga tidak manut oleh katanya ""pihak yang lebih berkuasa"".Apalagi diolok olok sampai dipermalukan😂",1
492,Pemimpin ga bisa dipegang omongannya.. esuk sore mbengi Delle..,0
493,Kata teman ku @sudarmanto_bahri Contoh buruk bagi masa dpan indonesis,0
494,Gimik gak sih?,1
495,Rumongso duwe dekengan...,1
496,Indonesia bebas dari oligarki ternyata cuma mimpi,1
497,Klo nanti kalah ya end,0
498,"Komennya lucu lucu hahahhaha, politik itu dinamis suka pilih kagum dukung gak suka gak kagum yo jangan dipilih. Merasa mas gibran anak ingusan belum pantas ya udah nda usah dipilih beres kan? Masalah dia planga plongo kek apa kek, lah wong alm gusdur aja maaf ya, yang punya kekurangan bisa jadi presiden kok. Gak ada halangan selama dia punya kapasitas dan rakyat percaya siapa aja boleh jadi pemimpin. Wessa adem adem wae lah jangan pada berantem malu negara udah dewasa rakyatnya masih kek anak TK",0
499,"Sebenarnya sah2 saja,tp etika nya jelek",0
500,Serasa anak dan bapak yg abis berenang😍,0
501,"Udah terlalu over mainnya, udah mulai gak baik buat negara",1
502,Yg dukung ganjar agak lain emang😂,0
503,"Klo sekedar jd penghianat partai gak masalah... tp jd begal atas proses per UU mestinya malu....msh ingst proses gibran jd Walkot,  jd semacam komandan begal krn backing ayahnya... pemuda memang wajib maju tp dng proses yg sesuai UU dan halal...paham yaa...",1
504,"Ga pa pa jangan malu, selama bapak berkuasa buat anak semaksimal mungkin 😎😍🤗 jangan terlambat seperti presiden² sebelumnya...",0
505,tampang culun ternyata culas 😂😂,1
506,Pak ganjar RI 1,1
507,"Jokowi Ketawa tawa aja pas disindir eh langsung pindah haluan, berasa anak pendiem kalau marah",0
508,Gk sabar lihat dia debat,0
509,Si rentan dan si bloon,1
510,"Untung Israel gak ikutan pildun FIFA u17 di Solo nanti,  coba klo ikut. ...😂",0
511,Baru calon.,0
512,"Pendidikan tinggi kalo endingnya cuma buat nipu rakyat mending gausah, nah ini contohnya",0
513,Capekdehhhh,1
514,Prabowo tau bagaimana kalah dg cara halus 😇,0
515,"Pdip aja berani dn bsa dikhianati, apalagi....",1
516,Ya jelas gk msalah..kn si ucrit udah kebelet n rakus kekuasaan,0
517,"Iya gpp mas,,,kan urat malu nya udah pedot",0
518,Sombong sekali 😂,1
519,"Ini lah orang Ga tau bagaimana berterimakasih,",0
520,Dah ketebak skenarionya,1
521,Orang yg suka bungkuk bukan berarti etikanya baik atau pun sopan. Ternyata ni orang ngeprank😂😂,1
522,"YANG KOMEN ,PADA TAKUT YA 😂😂😂 BARU GIBRAN YANG TURUN ,BELUM JAN ETHES...",0
523,Ga apa2 ada paman,1
524,"Kalo pendapat saya sebenarnya jangankan mau maju jadi cawapres, langsung maju jadi ketua PBB juga ga masalah. Cuma jangan merubah konstitusi demi sampeyan aja tho mas-mas… 🥱",0
525,Drama Banteng 😂,1
526,ra jelas nggak ada perasaan  jd walikota aja lewat PDI P ..nggak bahaya tah sifat gini,1
527,"Dalam politik, tdk ada kawan dan lawan. Yg ada kepentingan dan kesempatan",1
528,"Bahkan PDI-P akan diambil alih oleh jokowi setelah pemilu, sempurna💯✨",1
529,Lha mmg keluarga mrka mah gk ada malu.mw bhg kek mw apa kek,0
530,Anak presiden...suka2 dialah😂😂😂😂,0
531,Gk sama manusia kepala dua. Kutu loncat. Plinplan,0
532,Entar kalau Ganjar keok balik kanan dukung Gibran dan bilang inilah kader PDIP,0
533,"Harusnya selesaikan dulu dengan pdip.
Kalo caranya sudah tidak benar dengan mahkamah keluarga.
Wong nandur bakal ngunduh.
Bismillah ganjar mahfud 1 putaran.",0
534,Saya merasa prihatin tentang ambisius kekuasaan yg dipertontonkan rakyat di depan publik seolah rakyat dibodohi kekuatan kekuasaan dan seolah republik ini milik mereka diatas segala hukum yg diperkosa oleh lingkaran kekuasaan segampang itukah republik ini di bangun😢,1
535,Etika mu ndi le.....,0
536,Sah aja sehh namanya juga politik😂,1
537,"Ganjar hanya lah boneka nya Megawati yg lemah,..Gue yakin Ganjar GK bisa jadi Jokowi,.. Kesuksesan Jokowi memimpin Indonesia itu bukti kalo Jokowi masih tetap kami cintai,..Prabowo Gibran Jokowi",0
538,bingung milih siapa,1
539,Planga plongo tatapan kosong,1
540,Pejabat yg korupsi duit rakyat bs disebut penghianat gak ya?,0
541,Ribut Mulu netim yaudahlah tinggal pilih Prabowo Gibran aja napa😂,0
542,Karma will take over,1
543,Dulu emak redbull ngajak JK  dri Golkar jdi cawapres dia utk ngelawan Cawapres Golkar juga tanpa izin apalagi sowan & JK jga gk keluar dri Golkar spi skrng kagak ribut😂ente yg ngajarin cara berhianat di politik😂sekarang playing victim 😂😂,0
544,"Saran aja buat Mas Gibran,tetap lah selalu rendah hati. Anda sudah dengan tegas meninggalakan tempatnya orang orang pongah sudah menjadi sikap yang bisa dilihat banyak orang kok.",0
545,Saya tetap dukung Prabowo presiden🔥bersama gibran 2024🔥🔥🔥yakin membawa indonesia maju❤️🤍,1
546,Urip wes enak yo rak popo kabeh nggeh mas nggeh 🙏😄,1
547,NUnggu debat capres ajaaah,0
548,Kalau sudah Clear minimal ada ketegasan Secara resmi . . .,1
549,Masih muda padahal 😂,0
550,Aq bukan anak kecil lagi paman😂,0
551,"Sump4h udah 2 kali pilih pak prabowo,, 2024 allin pak anies aja lah,, malas wakilnya itu 😮😮😢",0
552,Clear sekeluarga pulang ke solo lebih cepat,1
553,Jadi cawapres dgn jalur melegalkan diri lewat MK krn ada om di sana 🤣,1
554,Masalah partai aja ditanggapi santuy....klo masalah negara dicoba coba kyak praktek aja,0
555,Sdh gk respek...mentang2 anak presiden.,0
556,Biasa lah dlm politik..hianat berkhianat..😂😂😂,0
557,Kyknya klan Pak JKw udah gak sejalan sama red bull .,0
558,Pemilu menghasilkan calon yg melanggar Etika semua....entah ini suatu keterpaksaan atau memang sifat asli para kandidat. Yang jelas demi Jabatan apapun akan mereka lakukan,1
559,Ambius berkuasa.MK,1
560,BENALU!!Perusak Demokrasi Si Wowo....Setelah 2019 Di tinggalkan Pendukung nya😂,1
561,"Bersin blm bener,jd cawapres😂😂",1
562,Apakh si dia jga akn jd pnghint Rakyat.....???,1
563,Mestinya hal biasa soal keanggotaan partai ya. Dulu JK juga jadin cawapres sementara golkar dukung koalisi lawan. Tapi ya tergantung kebijakan partai.,0
564,Yg jelas ga tertarik sm BOCIL & KEBO.,0
565,Keponakan paman MK,1
566,Hati2 skenario ... 2 lawan1....,1
567,Lanjut mas gibran,0
568,"Jangan pilih Anaknya, Attitude ya NOL",0
569,Ll,1
570,Anies yess,1
571,Ll,1
572,Majuuuuu @prabowo @gibran_rakabuming yesssss,1
573,Penghi,1
574,Lepas dulu ketawak mu.. biar rakyat tau wajah asli mu,1
575,"Ga tahu malu, begini kalo cawapres jalur paman 🤭",0
576,"2 TAHUN KOK PENGALAMAN, 2 TAHUN NYICIL MOTOR AJA BELUM LUNAS",0
577,"Ya terima saja dianggap penghianat, karena faktanya seperti itu..",1
578,Good 🔥,1
579,Partai aja dikhianati apalagi rakyat 😢,1
580,Planga plongo jilid II,1
581,pak prabowo mungkin juga tidak mikir bila nanti di hianati juga gimana..????😂😂😂😂😂😂😂😂😂😂,0
582,YG KENAL UDA BANTUIN AJA DI KHIANATIN APALAGI RAKYAT YG GAK DIA KENAL,1
583,Kl kalah kariernya kandas deh kayak AHY 😂,1
584,"kalau gak ada ""penghianatan"" , bukan politikus namanya",0
585,Iya udah lgsng pelantikan az biar dana triliunan pemilu buat kebutuhan rakyat az gtu 😂,1
586,"sebelum deklarasi capres wapres, setidaknya Gibran menghadapi ibu Ketum PDIP dgn mengembalikan KTA dan izin pamit, ini Gibran main dua kaki😂 sama aja 1 paket ada 2 pilihan, yg kalah akan bergabung dgn yg memang.",0
587,"Hasbunallah Wanikmal Wakil Nikmal Maula Wanikman Nasir .Lahaula walaquwata illabillah hil aliyil adzim ,free and save Palestina",1
588,Jijik,0
589,Jijik,0
590,Sudah karakter bawaan....,1
591,Intinya jgn moncong putih 2024🤣,0
592,Gibran og Gibran gemesssh...,1
593,Ganjar Pranowo Mahfud MD 💪🇮🇩❤️,1
594,Jangan nyampe rakyat Indonesia di pimpin kakek2 tua sama bocil ngantuk,0
595,"Menghianati redbull adalah hallal hukumnya ,",1
596,"Politik itu kejam, tidak mengenal kawan atau lawan. Terkadang juga tidak beretika, demi mencapai tujuan politik nya.",1
597,Jangan mau jdi petugas partai😂,0
598,"Saya dulu mendukung Jokowi , setelah tahu statusnya lewat jalan tol, mk sy mantap dukung GANJAR -MAHFUD yg berintegritas dn punya kapabilitas mimpin negeri RI.",1
599,Siapapun presidennya jangan yang DP 0% kerja NOL BESAR,0
600,Politik muluu yg muncul diberanda ampe enek bacanya,0
601,Teu nanaon.,1
602,Pengkhianatan reformasi juga,1
603,Pamit mundur gegara caplin,1
604,"pendapat saya, sepertinya pak jkw hendak mempersiapkan gibran untuk 3 periode, misal 2024 berhasil jadi wapres, selanjutnya adalah capres untuk 2 periode, karna sekarang dia udah di golkar, kans untuk menjadi ketum golkar cukup besar setelah jadi wapres",0
605,"Ini namanya kerja sama, kiri kanan ada orangnya PDI",1
606,"Yg satu mengkhianati pendukung ny dulu yg satu mengkhianati partai ny, klop",1
607,Anti banteng☝️,1
608,Milih prabowo apalg ganjar sama saja menjayakan BANTENG. 2024 NO BANTENG DAN DINASTY🔥🔥,1
609,Sesuatu yg dimulai dg cara yg tidak baik akan menemui ketidak baikan pada ujungnya,1
610,sekarep mu putra mahkota,0
611,Kebiasaan emg..😂,1
